vacancy_name,experience,lvl,views,applications,part_of_url,technologies
engineer software,3,middle/senior,13,3,https://djinni.co/jobs/437731-senior-software-python-engineer/,"['nosql', 'postgresql', 'aws', 'python', 'asyncio', 'mongodb', 'django', 'react', 'elasticsearch', 'selenium', 'pytest', 'redis', 'drf', 'ansible', 'docker', 'terraform']"
engineer ml,3,middle/senior,25,2,https://djinni.co/jobs/508298-python-ml-engineer/,"['elasticsearch', 'mongodb', 'sql']"
developer,3,middle/senior,50,5,https://djinni.co/jobs/508294-middle-python-developer/,"['sqlalchemy', 'postgresql', 'aws', 'python', 'api', 'docker']"
developer,3,middle/senior,54,5,https://djinni.co/jobs/431967-senior-python-dev/,"['postgresql', 'python', 'ux', 'django', 'git', 'ai', 'redis', 'docker']"
backend developer,3,middle/senior,33,8,https://djinni.co/jobs/476808-senior-backend-python-developer/,"['python', 'api', 'elasticsearch', 'mongodb', 'react', 'pandas', 'ai', 'javascript', 'docker', 'flask']"
developer,3,middle/senior,13,1,https://djinni.co/jobs/507923-python-developer/,"['django', 'docker', 'aws', 'python']"
developer,3,middle/senior,48,7,https://djinni.co/jobs/507938-python-developer/,"['django', 'python']"
developer fullstack,3,middle/senior,21,1,https://djinni.co/jobs/507879-senior-middle-fullstack-django-react-develope/,"['django', 'react', 'python', 'fullstack']"
developer,3,middle/senior,39,7,https://djinni.co/jobs/507769-python-developer/,"['python', 'microservice', 'javascript', 'flask', 'sql']"
developer,3,middle/senior,57,8,https://djinni.co/jobs/507725-python-django-developer/,"['devops', 'postgresql', 'python', 'ux', 'rest', 'mongodb', 'django', 'react', 'git', 'redis', 'orm']"
developer,3,middle/senior,78,26,https://djinni.co/jobs/408048-python-developer-for-a-product-company/,"['devops', 'ai', 'sql', 'postgresql', 'python', 'rest', 'mongodb', 'microservice', 'orm', 'sqlalchemy', 'aws', 'fullstack', 'asyncio', 'django', 'git', 'graphql', 'fastapi', 'nosql', 'api', 'flask']"
developer,3,middle/senior,24,6,https://djinni.co/jobs/507644-senior-angular-developer/,"['django', 'aws', 'python']"
engineer,3,middle/senior,10,2,https://djinni.co/jobs/507597-middle-senior-python-engineer/,"['devops', 'aws', 'python', 'redis', 'sql']"
developer,3,middle/senior,44,4,https://djinni.co/jobs/507569-python-developer/,"['python', 'microservice', 'javascript', 'flask', 'sql']"
backend developer,3,middle/senior,55,7,https://djinni.co/jobs/468465-senior-backend-developer-python-/,"['postgresql', 'aws', 'python', 'linux', 'algorithms', 'redis', 'docker', 'bash', 'sql']"
backend developer,3,middle/senior,90,9,https://djinni.co/jobs/497345-backend-developer-python-/,"['nosql', 'devops', 'aws', 'oop', 'python', 'networking', 'api', 'mongodb', 'django', 'git', 'sql']"
developer,3,middle/senior,11,0,https://djinni.co/jobs/356110-python-developer-senior-/,"['json', 'oop', 'python', 'mongodb', 'linux', 'django', 'orm', 'flask']"
developer,3,middle/senior,83,7,https://djinni.co/jobs/507408-python-developer/,"['postgresql', 'python', 'rest', 'api', 'django', 'algorithms', 'redis']"
developer,3,middle/senior,51,8,https://djinni.co/jobs/507198-python-developer-ist-/,"['postgresql', 'python', 'rest', 'api', 'django', 'elasticsearch', 'git', 'algorithms', 'redis', 'drf']"
developer,3,middle/senior,5,2,https://djinni.co/jobs/507237-senior-python-developer/,"['devops', 'python', 'linux', 'git', 'docker']"
developer,3,middle/senior,174,69,https://djinni.co/jobs/423437-middle-senior-python-developer/,"['elasticsearch', 'mongodb', 'postgresql', 'python']"
developer,3,middle/senior,49,11,https://djinni.co/jobs/496550-python-developer-directly-british-product-com/,"['devops', 'postgresql', 'aws', 'python', 'rest', 'elasticsearch', 'react', 'git', 'ai', 'redis', 'javascript', 'docker', 'terraform', 'sql']"
developer team,3,middle/senior,36,4,https://djinni.co/jobs/507147-odoo-senior-developer-for-extending-our-team/,[]
engineer fullstack,3,middle/senior,81,20,https://djinni.co/jobs/377433-python-full-stack-engineer-middle-senior/,"['oop', 'python', 'css', 'html', 'django', 'git', 'orm', 'js']"
developer,3,middle/senior,46,6,https://djinni.co/jobs/507073-midlle-middle-python-developer-1811-02/,"['rest', 'python', 'api']"
developer,3,middle/senior,32,6,https://djinni.co/jobs/507070-midlle-middle-python-developer-1811-01/,"['sqlalchemy', 'postgresql', 'aws', 'python', 'rest', 'pytest', 'pandas', 'docker']"
developer,3,middle/senior,61,11,https://djinni.co/jobs/507055-python-django-developer/,"['rest', 'django', 'json', 'python']"
developer,3,middle/senior,44,5,https://djinni.co/jobs/202531-python-developer/,"['django', 'linux', 'flask', 'python']"
developer,3,middle/senior,3,0,https://djinni.co/jobs/506850-senior-python-developer-with-aws-who-in-krako/,"['devops', 'aws', 'python', 'linux', 'bash', 'sql']"
developer,3,middle/senior,48,5,https://djinni.co/jobs/479481-middle-python-developer/,"['devops', 'jira', 'python', 'css', 'html', 'django', 'api', 'git', 'drf', 'javascript', 'docker']"
developer,3,middle/senior,39,6,https://djinni.co/jobs/506527-python-developer/,"['aws', 'python', 'siem', 'elasticsearch', 'django', 'react', 'pytest', 'docker', 'fastapi']"
developer,3,middle/senior,91,26,https://djinni.co/jobs/341993-senior-python-developer/,"['nosql', 'python', 'django', 'linux', 'docker', 'sql']"
developer,3,middle/senior,37,13,https://djinni.co/jobs/449852-senior-python-developer-relocation-to-cyprus-/,"['nosql', 'python', 'elasticsearch', 'linux', 'mongodb']"
engineer software,3,middle/senior,29,13,https://djinni.co/jobs/165945-python-software-engineer/,"['aws', 'python', 'css', 'html', 'mongodb', 'git', 'ai', 'js']"
developer,3,middle/senior,48,6,https://djinni.co/jobs/506090-python-with-django/,"['rest', 'django', 'json', 'python']"
engineer software,3,middle/senior,15,0,https://djinni.co/jobs/506057-python-and-dsp-algorithms-software-engineer/,"['algorithms', 'devops', 'git', 'python']"
developer,5,senior,13,1,https://djinni.co/jobs/495337-senior-python-serverless-developer-on-foodtec/,['aws']
developer,5,senior,1,0,https://djinni.co/jobs/513591-senior-python-developer/,"['redis', 'docker', 'aws', 'python']"
developer,5,senior,22,3,https://djinni.co/jobs/513486-senior-python-developer/,"['docker', 'python']"
developer,5,senior,1,0,https://djinni.co/jobs/513459-senior-python-developer/,"['devops', 'postgresql', 'aws', 'python', 'api', 'mongodb', 'django', 'git', 'flask', 'docker', 'terraform', 'fastapi']"
developer,5,senior,21,5,https://djinni.co/jobs/494502-senior-python-developer/,"['python', 'ux', 'django', 'ai', 'javascript', 'sql']"
backend developer,5,senior,10,1,https://djinni.co/jobs/513105-senior-python-back-end-developer/,"['nosql', 'postgresql', 'python', 'api', 'elasticsearch', 'tensorflow', 'pytorch', 'ai', 'sql']"
backend engineer,5,senior,13,1,https://djinni.co/jobs/290221-senior-python-backend-engineer/,"['aws', 'python', 'algorithms', 'ai', 'docker']"
developer lead,5,senior,8,0,https://djinni.co/jobs/513045-lead-python-developer-poland-ukraine-/,"['siem', 'edr', 'python']"
developer,5,senior,23,1,https://djinni.co/jobs/512929-str-middle-senior-python-developer-2037-03/,"['postgresql', 'python', 'sql']"
developer software,5,senior,19,4,https://djinni.co/jobs/512921-software-developer-python-lean-ai/,"['nosql', 'python', 'linux', 'git', 'ai', 'redis', 'docker', 'sql']"
developer,5,senior,10,2,https://djinni.co/jobs/512734-senior-python-developer-with-aws/,"['devops', 'aws', 'python', 'sql']"
backend lead team,5,senior,17,2,https://djinni.co/jobs/504063-backend-team-lead-python-germany-permanent-co/,"['python', 'rest', 'api', 'django', 'ai']"
developer software,5,senior,23,8,https://djinni.co/jobs/512563-senior-software-developer-for-lean-ai/,"['nosql', 'python', 'linux', 'git', 'redis', 'docker', 'sql']"
developer,5,senior,8,2,https://djinni.co/jobs/512419-python-developer-data-driven-/,"['aws', 'python', 'rest', 'api', 'linux', 'microservice', 'docker', 'sql']"
developer,5,senior,29,9,https://djinni.co/jobs/512403-str-middle-senior-python-architect-2037-03/,"['postgresql', 'python', 'sql']"
developer lead,5,senior,83,5,https://djinni.co/jobs/512383-senior-lead-python-developer/,"['siem', 'edr', 'python']"
backend lead,5,senior,19,1,https://djinni.co/jobs/499625-backend-lead-python-m-f-d-/,"['python', 'rest', 'api', 'django', 'ai']"
engineer,5,senior,27,9,https://djinni.co/jobs/512184-senior-python-engineer/,"['aws', 'python', 'fullstack', 'linux', 'docker', 'flask']"
lead team,5,senior,21,2,https://djinni.co/jobs/512164-team-lead-python-and-angular-/,"['devops', 'python', 'ux', 'mongodb', 'django', 'git', 'algorithms', 'ai', 'redis', 'docker']"
developer,5,senior,26,1,https://djinni.co/jobs/512092-senior-python-developer/,"['devops', 'python', 'oop', 'networking', 'fullstack', 'linux', 'asyncio', 'api', 'terraform', 'js', 'docker', 'ansible']"
engineer,5,senior,27,6,https://djinni.co/jobs/479193-sr-python-engineer/,"['postgresql', 'python', 'docker', 'ansible', 'terraform', 'sql']"
developer,5,senior,33,0,https://djinni.co/jobs/511943-senior-python-developer-dlia-kompaniyi-iaka-z/,"['linux', 'docker', 'python']"
developer,5,senior,14,0,https://djinni.co/jobs/420895-senior-python-developer/,"['devops', 'python', 'oop', 'networking', 'fullstack', 'linux', 'asyncio', 'api', 'terraform', 'js', 'docker', 'ansible']"
developer,5,senior,7,4,https://djinni.co/jobs/511876-senior-python-developer/,"['nosql', 'aws', 'python', 'api', 'mongodb', 'docker', 'bash']"
developer,5,senior,22,2,https://djinni.co/jobs/152567-senior-python-developer/,"['devops', 'postgresql', 'python', 'rest', 'api', 'mongodb', 'linux', 'git', 'redis', 'javascript', 'docker', 'flask', 'fastapi']"
developer,5,senior,27,0,https://djinni.co/jobs/511790-python-developer-with-aws/,"['devops', 'aws', 'python', 'sql']"
developer lead,5,senior,5,0,https://djinni.co/jobs/511720-senior-lead-python-developer-not-considering-/,"['linux', 'mongodb', 'python']"
engineer,5,senior,8,1,https://djinni.co/jobs/511699-senior-build-engineer/,"['linux', 'windows', 'python']"
developer,5,senior,6,1,https://djinni.co/jobs/369096-senior-python-developer/,"['devops', 'postgresql', 'aws', 'python', 'api', 'mongodb', 'django', 'git', 'flask', 'docker', 'terraform', 'fastapi']"
developer,5,senior,7,4,https://djinni.co/jobs/511246-senior-python-developer/,"['microsoft', 'redis', 'docker', 'sql', 'postgresql', 'python', 'oop', 'rest', 'microservice', 'pytest', 'orm', 'sqlalchemy', 'aws', 'django', 'git', 'nosql', 'api', 'algorithms', 'flask']"
developer,5,senior,40,4,https://djinni.co/jobs/511240-senior-python-developer/,"['algorithms', 'django', 'aws', 'python']"
lead tech,5,senior,9,4,https://djinni.co/jobs/511106-python-senior-tech-lead-bots-platform-/,"['nosql', 'python', 'linux', 'docker', 'fastapi']"
engineer lead,5,senior,8,2,https://djinni.co/jobs/511103-senior-lead-python-engineer-dwh-/,"['nosql', 'python', 'linux', 'docker', 'fastapi']"
lead tech,5,senior,10,1,https://djinni.co/jobs/511097-python-senior-tech-lead-tomahawk-/,"['nosql', 'postgresql', 'python', 'elasticsearch', 'linux', 'django', 'redis', 'docker', 'fastapi']"
developer,5,senior,41,2,https://djinni.co/jobs/480790-python-developer/,"['aws', 'python', 'ux', 'api', 'django', 'react', 'algorithms']"
engineer,5,senior,64,12,https://djinni.co/jobs/316705-python-engineer-sr/,"['django', 'linux', 'algorithms', 'python']"
engineer lead tech,5,senior,8,1,https://djinni.co/jobs/464284-senior-python-engineer-tech-lead/,"['aws', 'python', 'ux', 'rest', 'api', 'elasticsearch', 'redis']"
engineer,5,senior,17,0,https://djinni.co/jobs/510806-senior-python-data-engineer/,"['devops', 'python', 'rest', 'microsoft', 'api', 'react', 'git', 'flask', 'fastapi']"
developer fullstack,5,senior,26,2,https://djinni.co/jobs/506249-full-stack-django-developer/,"['postgresql', 'python', 'fullstack', 'rest', 'django', 'git', 'drf', 'sql']"
developer,5,senior,15,0,https://djinni.co/jobs/510678-senior-python-developer/,"['aws', 'postgresql', 'python', 'rest', 'api', 'javascript', 'flask', 'sql']"
developer,5,senior,18,1,https://djinni.co/jobs/501681-senior-python-developer/,"['postgresql', 'python', 'pytest', 'docker', 'fastapi']"
developer,5,senior,147,45,https://djinni.co/jobs/501986-middle-python-developer/,"['docker', 'postgresql', 'python', 'aws']"
backend lead tech,5,senior,7,0,https://djinni.co/jobs/415607-backend-tech-lead-python/,"['sqlalchemy', 'devops', 'postgresql', 'python', 'aws', 'graphql', 'algorithms', 'selenium']"
engineer lead,5,senior,43,4,https://djinni.co/jobs/510158-technical-lead-python-engineer/,"['aws', 'python', 'api', 'django', 'docker', 'terraform', 'sql']"
integrator team,5,senior,45,3,https://djinni.co/jobs/510112-short-term-contractor-scraper-of-a-tax-websit/,"['python', 'ux', 'rest', 'api', 'microservice', 'scraper', 'ai']"
developer,5,senior,17,0,https://djinni.co/jobs/510020-senior-python-developer-dlia-kompaniyi-iaka-z/,"['linux', 'docker', 'python']"
developer,5,senior,3,0,https://djinni.co/jobs/509806-senior-python-developer-sofia-/,"['devops', 'python', 'linux', 'git', 'docker']"
backend lead team,5,senior,15,1,https://djinni.co/jobs/486678-backend-team-lead-aachen-germany-/,"['python', 'rest', 'api', 'django', 'ai']"
engineer,5,senior,25,2,https://djinni.co/jobs/500200-application-engineer-property-technology-/,"['devops', 'aws', 'python', 'rest', 'api', 'react', 'ai', 'flask']"
engineer,5,senior,28,1,https://djinni.co/jobs/509714-data-engineer-elasticsearch-with-python-/,"['nosql', 'laravel', 'postgresql', 'python', 'oop', 'rest', 'microsoft', 'aws', 'jira', 'microservice', 'git', 'api', 'elasticsearch', 'orm', 'javascript', 'sql']"
engineer,5,senior,20,2,https://djinni.co/jobs/509702-senior-python-data-engineer/,"['devops', 'python', 'rest', 'microsoft', 'api', 'react', 'git', 'flask', 'fastapi']"
developer,5,senior,64,3,https://djinni.co/jobs/509691-python-developer/,"['python', 'microsoft', 'react', 'ai', 'ansible', 'docker', 'terraform']"
backend engineer lead team,5,senior,6,0,https://djinni.co/jobs/500169-team-lead-senior-python-backend-engineer/,"['docker', 'aws', 'python']"
backend engineer,5,senior,7,0,https://djinni.co/jobs/500170-senior-python-backend-engineer/,"['docker', 'aws', 'python']"
backend engineer,5,senior,58,9,https://djinni.co/jobs/500133-senior-python-backend-engineer/,"['aws', 'python', 'algorithms', 'ai', 'docker']"
backend engineer,5,senior,5,0,https://djinni.co/jobs/500172-senior-backend-engineer/,"['docker', 'aws', 'python']"
backend engineer lead team,5,senior,4,0,https://djinni.co/jobs/500173-team-lead-senior-backend-engineer/,"['docker', 'aws', 'python']"
lead tech,5,senior,22,2,https://djinni.co/jobs/469588-python-tech-lead/,"['nosql', 'sqlalchemy', 'postgresql', 'python', 'oop', 'rest', 'html', 'css', 'django', 'microservice', 'react', 'numpy', 'sass', 'flask', 'fastapi']"
backend developer,5,senior,27,3,https://djinni.co/jobs/509192-senior-python-back-end-developer/,"['nosql', 'postgresql', 'python', 'api', 'elasticsearch', 'tensorflow', 'pytorch', 'ai', 'sql']"
engineer,5,senior,19,3,https://djinni.co/jobs/508969-azure-data-bricks-and-python-java-engineer-po/,"['microsoft', 'devops', 'python', 'sql']"
engineer,5,senior,19,0,https://djinni.co/jobs/509021-senior-python-engineer/,"['devops', 'python', 'rest', 'microsoft', 'api', 'react', 'git', 'flask', 'fastapi']"
lead team,5,senior,31,5,https://djinni.co/jobs/498331-python-django-team-lead/,"['postgresql', 'python', 'fullstack', 'rest', 'django', 'react', 'docker', 'sql']"
backend developer,5,senior,51,7,https://djinni.co/jobs/508844-senior-backend-developer-python-/,"['aws', 'python', 'rest', 'mongodb', 'algorithms', 'ai', 'docker', 'fastapi']"
lead tech,5,senior,33,6,https://djinni.co/jobs/460991-python-tech-lead/,"['nosql', 'aws', 'python', 'networking', 'elasticsearch', 'django', 'pandas', 'redis', 'drf', 'docker', 'flask', 'sql']"
engineer lead,5,senior,8,0,https://djinni.co/jobs/508776-lead-python-engineer/,"['networking', 'tableau', 'python', 'sql']"
developer,5,senior,26,3,https://djinni.co/jobs/498787-senior-python-developer-document-as-an-app-/,"['aws', 'postgresql', 'python', 'asyncio', 'django', 'pandas', 'docker']"
developer,5,senior,10,1,https://djinni.co/jobs/487222-senior-python-developer/,"['api', 'aws', 'python', 'sql']"
lead software tech,5,senior,19,0,https://djinni.co/jobs/486602-tekhnichnii-kerivnik-python-tech-lead-enestec/,"['postgresql', 'python', 'rest', 'api', 'django']"
engineer,5,senior,25,7,https://djinni.co/jobs/508636-senior-python-engineer/,"['orm', 'aws', 'python', 'pandas']"
developer,5,senior,37,1,https://djinni.co/jobs/508584-expert-python-developer/,"['aws', 'python', 'rest', 'networking', 'linux', 'api', 'git', 'elasticsearch', 'docker', 'sql']"
engineer,5,senior,21,1,https://djinni.co/jobs/472529-qa-automation-engineer/,"['oop', 'python', 'networking', 'linux', 'git', 'bash']"
developer,5,senior,38,1,https://djinni.co/jobs/508501-senior-python-developer-dlia-kompaniyi-iaka-z/,"['linux', 'docker', 'python']"
developer team,5,senior,6,2,https://djinni.co/jobs/508486-senior-python-developer-for-ciklum-team/,"['nosql', 'sqlalchemy', 'postgresql', 'aws', 'oop', 'python', 'rest', 'api', 'django', 'microservice', 'algorithms', 'pytest', 'redis', 'orm', 'flask', 'sql']"
backend engineer,5,senior,63,22,https://djinni.co/jobs/508456-senior-backend-engineer-python-/,"['aws', 'python', 'ux', 'django', 'algorithms', 'flask']"
developer,5,senior,7,1,https://djinni.co/jobs/508319-senior-python-developer-europe-/,"['devops', 'aws', 'python', 'ai']"
data science engineer ml,5,senior,35,2,https://djinni.co/jobs/508275-senior-ml-nlp-engineer-with-data-science-skil/,"['python', 'api', 'django', 'algorithms', 'ai']"
engineer,5,senior,52,3,https://djinni.co/jobs/455810-machine-learning-engineer-python-/,"['javascript', 'react', 'aws', 'python']"
developer lead tech,5,senior,51,0,https://djinni.co/jobs/508187-senior-strong-tech-lead-python-developer-for-/,"['nosql', 'aws', 'postgresql', 'python', 'django', 'ai', 'docker']"
developer,5,senior,11,1,https://djinni.co/jobs/495650-senior-python-developer/,"['api', 'django', 'aws', 'python']"
developer,5,senior,30,3,https://djinni.co/jobs/507897-senior-python-developer/,[]
backend developer,5,senior,12,6,https://djinni.co/jobs/483430-python-back-end-developer/,"['devops', 'aws', 'python', 'rest', 'docker', 'terraform']"
developer fullstack,5,senior,8,0,https://djinni.co/jobs/507274-senior-full-stack-developer-python-react-js-/,"['aws', 'python', 'css', 'microsoft', 'html', 'javascript']"
engineer software,5,senior,13,0,https://djinni.co/jobs/459046-senior-software-engineer-python-/,"['css', 'html', 'js', 'sql']"
lead team,5,senior,32,5,https://djinni.co/jobs/498355-python-team-lead/,"['postgresql', 'python', 'fullstack', 'rest', 'django', 'react', 'docker', 'sql']"
developer,5,senior,5,1,https://djinni.co/jobs/507157-senior-python-developer-with-aws-krakow/,"['devops', 'aws', 'python', 'linux', 'bash', 'sql']"
developer,5,senior,15,2,https://djinni.co/jobs/507369-senior-fs-python-developer/,"['python', 'css', 'html', 'javascript', 'flask']"
lead tech,5,senior,49,7,https://djinni.co/jobs/507307-tech-lead-python-/,"['aws', 'python', 'mongodb', 'react', 'redis', 'js', 'docker']"
developer,5,senior,42,8,https://djinni.co/jobs/507304-senior-python-developer/,"['nosql', 'postgresql', 'python', 'api', 'elasticsearch', 'tensorflow', 'pytorch', 'ai', 'sql']"
engineer,5,senior,13,3,https://djinni.co/jobs/507205-python-data-engineer-s-/,"['elasticsearch', 'docker', 'postgresql', 'python']"
engineer software,5,senior,9,0,https://djinni.co/jobs/485986-senior-software-engineer-python-/,"['css', 'html', 'js', 'sql']"
developer fullstack,5,senior,14,2,https://djinni.co/jobs/506976-senior-fullstack-developer-python-vue-/,"['python', 'css', 'django', 'ai', 'docker']"
lead team,5,senior,19,3,https://djinni.co/jobs/494758-team-lead-python-/,"['sqlalchemy', 'aws', 'oop', 'python', 'api', 'django', 'orm', 'sql']"
developer,5,senior,16,3,https://djinni.co/jobs/506891-senior-cdp-developer/,"['python', 'impala', 'hbase', 'oozie', 'nifi']"
developer,5,senior,15,0,https://djinni.co/jobs/496171-senior-python-developer/,"['postgresql', 'aws', 'python', 'rest', 'api', 'pytest', 'javascript', 'flask', 'sql']"
developer,5,senior,0,0,https://djinni.co/jobs/506823-senior-python-developer-with-aws-/,"['devops', 'aws', 'python', 'linux', 'bash', 'sql']"
developer,5,senior,1,0,https://djinni.co/jobs/506821-senior-python-developer-with-aws-krakow-only/,"['devops', 'aws', 'python', 'linux', 'bash', 'sql']"
developer lead,5,senior,76,9,https://djinni.co/jobs/506739-senior-lead-python-developer-relocation-to-th/,"['devops', 'python', 'linux', 'django', 'algorithms', 'macos', 'docker', 'flask']"
developer,5,senior,27,1,https://djinni.co/jobs/432060-senior-python-developer/,"['devops', 'postgresql', 'aws', 'python', 'rest', 'react', 'js', 'sql']"
developer,5,senior,32,11,https://djinni.co/jobs/506631-senior-python/,"['redis', 'react', 'aws', 'python']"
developer fullstack,5,senior,45,14,https://djinni.co/jobs/506401-full-stack-python-vue-js-developer/,"['django', 'docker', 'python']"
backend developer,5,senior,23,5,https://djinni.co/jobs/506333-senior-backend-developer-python-/,"['devops', 'oop', 'python', 'ux', 'django', 'react', 'algorithms']"
developer,5,senior,3,0,https://djinni.co/jobs/506200-senior-python-developer-with-aws-krakow/,"['devops', 'aws', 'python', 'fullstack', 'linux', 'bash', 'sql']"
backend developer,5,senior,25,7,https://djinni.co/jobs/506149-senior-backend-python-developer/,"['docker', 'aws', 'python', 'ai']"
backend developer,5,senior,26,3,https://djinni.co/jobs/506114-backend-developer-golang-ruby-python-java-c-p/,"['aws', 'python']"
backend lead team,5,senior,29,1,https://djinni.co/jobs/505974-backend-team-lead/,"['python', 'rest', 'api', 'django', 'ai']"
